open_time,close_time,duration_minutes,side,entry_price,close_price,size,pnl,pnl_pct,risk_amount,reward_amount,reason,signal_type,month
2025-03-31 22:11:00,2025-03-31 22:17:00,6.0,BUY,1818.11,1818.11,0.5500217258581714,0.0,0.0,2.1705067350160547,8.682026940064219,Opposite Signal,RSI_MFI,2025-03
2025-03-31 22:17:00,2025-03-31 22:37:00,20.0,SELL,1819.49,1819.49,0.5496045595194258,0.0,0.0,4.258874739624756,17.035498958499023,Opposite Signal,RSI_MFI,2025-03
2025-03-31 22:37:00,2025-03-31 22:39:00,2.0,BUY,1820.74,1820.74,0.5492272372771511,0.0,0.0,4.196908949108605,16.78763579643442,Opposite Signal,RSI_MFI,2025-03
2025-03-31 22:39:00,2025-03-31 22:44:00,5.0,SELL,1822.59,1822.59,0.5486697501906628,0.0,0.0,2.400528917639184,9.602115670556737,Opposite Signal,RSI_MFI,2025-03
2025-03-31 22:44:00,2025-03-31 22:48:00,4.0,BUY,1821.91,1821.91,0.548874532770554,0.0,0.0,4.283318056325553,17.13327222530221,Opposite Signal,RSI_MFI,2025-03
2025-03-31 22:48:00,2025-03-31 22:54:00,6.0,SELL,1823.81,1823.81,0.5483027289026817,0.0,0.0,2.0054830272890003,8.021932109156001,Opposite Signal,RSI_MFI,2025-03
2025-03-31 22:54:00,2025-03-31 22:59:00,5.0,BUY,1822.91,1822.91,0.5485734347828471,0.0,0.0,3.5579485547833425,14.23179421913337,Opposite Signal,RSI_MFI,2025-03
2025-03-31 22:59:00,2025-03-31 23:09:00,10.0,SELL,1823.96,1823.96,0.5482576372288865,0.0,0.0,2.2741288186145048,9.096515274458019,Opposite Signal,RSI_MFI,2025-03
2025-03-31 23:09:00,2025-03-31 23:15:00,6.0,BUY,1825.17,1825.17,0.5478941687623619,0.0,0.0,3.5450615559099035,14.180246223639614,Opposite Signal,RSI_MFI,2025-03
2025-03-31 23:15:00,2025-03-31 23:18:00,3.0,SELL,1826.67,1826.67,0.5474442564885831,0.0,0.0,4.370433630595564,17.481734522382254,Opposite Signal,RSI_MFI,2025-03
2025-03-31 23:18:00,2025-03-31 23:21:00,3.0,BUY,1821.85,1821.85,0.5488926091610177,0.0,0.0,2.916650657298859,11.666602629195436,Opposite Signal,RSI_MFI,2025-03
2025-03-31 23:21:00,2025-03-31 23:44:00,23.0,SELL,1824.67,1824.67,0.5480443039015274,0.0,0.0,5.469120443696594,21.876481774786377,Opposite Signal,RSI_MFI,2025-03
2025-03-31 23:44:00,2025-03-31 23:54:00,10.0,BUY,1823.78,1823.78,0.5483117481275154,0.0,0.0,4.072618407922055,16.29047363168822,Opposite Signal,RSI_MFI,2025-03
2025-03-31 23:54:00,2025-04-01 00:00:00,6.0,SELL,1822.39,1822.39,0.5487299644971713,0.0,0.0,3.9644532728998785,15.857813091599514,Opposite Signal,RSI_MFI,2025-04
2025-04-01 00:00:00,2025-04-01 00:02:00,2.0,BUY,1819.66,1819.66,0.5495532132376377,0.0,0.0,2.3572095886045132,9.428838354418053,Opposite Signal,RSI_MFI,2025-04
2025-04-01 00:02:00,2025-04-01 00:12:00,10.0,SELL,1821.49,1821.49,0.5490010925121741,0.0,0.0,4.0971841733965135,16.388736693586054,Opposite Signal,RSI_MFI,2025-04
2025-04-01 00:12:00,2025-04-01 00:19:00,7.0,BUY,1821.35,1821.35,0.5490432920635793,0.0,0.0,3.284761303428788,13.139045213715152,Opposite Signal,RSI_MFI,2025-04
2025-04-01 00:19:00,2025-04-01 00:30:00,11.0,SELL,1824.39,1824.39,0.5481284155251892,0.0,0.0,3.0140375687215433,12.056150274886173,Opposite Signal,RSI_MFI,2025-04
2025-04-01 00:30:00,2025-04-01 00:31:00,1.0,BUY,1825.5,1825.5,0.5477951246233909,0.0,0.0,4.952615721720169,19.810462886880675,Opposite Signal,RSI_MFI,2025-04
2025-04-01 00:31:00,2025-04-01 00:32:00,1.0,SELL,1827.14,1827.14,0.547303435970971,0.0,0.0,3.21501362785543,12.86005451142172,Opposite Signal,RSI_MFI,2025-04
2025-04-01 00:32:00,2025-04-01 00:44:00,12.0,BUY,1823.2,1823.2,0.5484861781483107,0.0,0.0,3.6948222904784065,14.779289161913626,Opposite Signal,RSI_MFI,2025-04
